Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Muscles,HowTo
54,Dumbbell Crunch - Gethin Variation,"The dumbbell crunch is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the crunch far more difficult, providing a different stimulus to the core during training.",Strength,Abdominals,Dumbbell,Intermediate,,,"Rectus Abdominis, Obliques","Lie on your back with your knees bent and hold a dumbbell above your chest. Engage your core and lift your upper body towards your knees, then lower back down with control."
55,Single-arm dumbbell crunch,"The single-arm dumbbell crunch is a more difficult version of a highly popular abdominal movement. Adding a weight to one side makes the crunch far more difficult to your rectus abdominis or ""six-pack"" muscles, as well as the obliques and deep core muscles.",Strength,Abdominals,Dumbbell,Intermediate,,,"Rectus Abdominis, Obliques, Deep Core Muscles","Lie on your back with one dumbbell held in one hand above your chest. Engage your core and lift your upper body towards the side of the dumbbell, then lower back down with control."
56,HM Alternating Dumbbell Plank Row,"The HM Alternating Dumbbell Plank Row is a core and upper body exercise that combines a plank position with a rowing motion using dumbbells. Start in a plank position with a dumbbell in each hand. While maintaining a stable core, row one dumbbell towards your hip while balancing on the other arm. Alternate sides for a complete set.",Strength,Abdominals,Dumbbell,Intermediate,,,"Core, Lats, Shoulders",1. Start in a plank position with a dumbbell in each hand. 2. Maintain a stable core throughout the exercise. 3. Row one dumbbell towards your hip while balancing on the other arm. 4. Lower the dumbbell back to the starting position. 5. Alternate sides for a complete set.
57,Dumbbell straight-legged hip raise,The dumbbell straight-legged hip raise works the hips and glutes. It requires and teaches body control and coordination.,Strength,Abdominals,Dumbbell,Intermediate,,,"Glutes, Hamstrings, Core",1. Lie on your back with your legs straight and a dumbbell held between your feet. 2. Raise your hips towards the ceiling while keeping your legs straight. 3. Squeeze your glutes at the top of the movement. 4. Lower your hips back down to the starting position.
58,Seated leg tuck with dumbbell,The seated leg tuck with dumbbell is an ab exercise requiring only a bench and a dumbbell. It's commonly performed for high reps as a burnout at the end of a core workout.,Strength,Abdominals,Dumbbell,Intermediate,,,"Rectus Abdominis, Hip Flexors, Core","1. Sit on a bench with a dumbbell in each hand. 2. Lean back slightly and lift your legs off the ground, tucking your knees towards your chest. 3. Extend your legs back out without touching the ground. 4. Repeat for the desired number of repetitions."
59,Dumbbell V-sit cross jab-,"The dumbbell V-sit cross jab is a hybrid movement that trains the abdominal and shoulder muscles simultaneously. It can address multiple muscle groups in a time-efficient muscle-building or circuit-style workout, while also providing a cardiovascular challenge.",Strength,Abdominals,Dumbbell,Intermediate,,,"Rectus Abdominis, Obliques, Shoulders",1. Sit in a V-sit position with your legs raised and bent at the knees. 2. Hold a dumbbell in one hand. 3. Rotate your torso to the side and extend the dumbbell across your body in a jab motion. 4. Return to the starting position and repeat on the other side.
60,30 Hanging Leg Raise With Dumbbell,"The 30 Hanging Leg Raise With Dumbbell is an advanced core exercise that targets the abdominal muscles. Hang from a pull-up bar with a dumbbell held between your feet. Raise your legs to a 90-degree angle while keeping your core engaged, then lower them back down slowly. Aim for 30 repetitions.",Strength,Abdominals,Dumbbell,Intermediate,,,"Rectus Abdominis, Hip Flexors","1. Hang from a pull-up bar with a dumbbell held securely between your feet. 2. Engage your core and raise your legs to a 90-degree angle. 3. Hold for a moment at the top, then lower your legs back down slowly. 4. Aim for 30 repetitions."
61,Dumbbell Get-Up Sit-Up,"The Dumbbell Get-Up Sit-Up is a full-body exercise that enhances core strength and stability. Start lying on your back holding a dumbbell with both hands above your chest. Perform a sit-up while keeping the dumbbell extended, then return to the starting position. This exercise engages multiple muscle groups.",Strength,Abdominals,Dumbbell,Expert,,,"Rectus Abdominis, Obliques",1. Lie on your back holding a dumbbell with both hands above your chest. 2. Engage your core and perform a sit-up while keeping the dumbbell extended above you. 3. Return to the starting position with control. 4. Repeat for the desired number of repetitions.
62,Holman Right Side Plank with Left Triceps Press,The Holman Right Side Plank with Left Triceps Press is a variation of the side plank that targets the obliques and triceps. Begin in a right side plank position with your right elbow on the ground. Hold a dumbbell in your left hand and press it overhead while maintaining balance. Lower the dumbbell back to your shoulder and repeat.,Strength,Abdominals,Dumbbell,Intermediate,,,"Rectus Abdominis, Obliques, Shoulders",1. Begin in a right side plank position with your right elbow on the ground. 2. Hold a dumbbell in your left hand. 3. Press the dumbbell overhead while maintaining balance in the side plank. 4. Lower the dumbbell back to your shoulder. 5. Repeat for the desired number of repetitions.
63,Holman Left Side Plank with Right Triceps Press,"The Holman Left Side Plank with Right Triceps Press is similar to the right side variation, focusing on the left side. Start in a left side plank position with your left elbow on the ground. Hold a dumbbell in your right hand and press it overhead while keeping your body straight. Lower the dumbbell back to your shoulder and repeat.",Strength,Abdominals,Dumbbell,Intermediate,,,"Rectus Abdominis, Obliques, Shoulders",1. Start in a left side plank position with your left elbow on the ground. 2. Hold a dumbbell in your right hand. 3. Press the dumbbell overhead while keeping your body straight. 4. Lower the dumbbell back to your shoulder. 5. Repeat for the desired number of repetitions.
64,Holman Boat with Feet Push-Out and Overhead Press,"The Holman Boat with Feet Push-Out and Overhead Press is a dynamic core exercise that combines a boat pose with a push-out of the feet and an overhead press using dumbbells. This exercise targets the abdominal muscles, shoulders, and improves overall stability.",Strength,Abdominals,Dumbbell,Intermediate,,,"Rectus Abdominis, Obliques, Shoulders","Begin in a boat pose with your legs lifted and bent at the knees. Hold a dumbbell in each hand. Push your feet out while maintaining the boat position, then press the dumbbells overhead. Return to the starting position and repeat."
65,Holman Hovering Plank Row,"The Holman Hovering Plank Row is an advanced core and upper body exercise that involves holding a plank position while performing a rowing motion with dumbbells. This exercise engages the core, back, and arms, enhancing stability and strength.",Strength,Abdominals,Dumbbell,Intermediate,,,"Rectus Abdominis, Lats, Shoulders","Start in a plank position with your body straight and a dumbbell in each hand. While maintaining the plank, row one dumbbell towards your waist, keeping your elbow close to your body. Alternate sides while keeping your core engaged."
