Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Muscles,HowTo
62,Holman Right Side Plank with Left Triceps Press,The Holman Right Side Plank with Left Triceps Press is a variation of the side plank that engages the obliques and shoulders. It combines stability with upper body strength.,Strength,Abdominals,Dumbbell,Intermediate,,,"Obliques, Shoulders","1. Start in a side plank position on your right side, with your right elbow under your shoulder. 2. Hold a dumbbell in your left hand and press it overhead while maintaining the plank. 3. Lower the dumbbell back to your shoulder and repeat."
63,Holman Left Side Plank with Right Triceps Press,"The Holman Left Side Plank with Right Triceps Press is similar to the right side variation, focusing on the left side of the body. It builds core stability and shoulder strength.",Strength,Abdominals,Dumbbell,Intermediate,,,"Obliques, Shoulders","1. Start in a side plank position on your left side, with your left elbow under your shoulder. 2. Hold a dumbbell in your right hand and press it overhead while maintaining the plank. 3. Lower the dumbbell back to your shoulder and repeat."
64,Holman Boat with Feet Push-Out and Overhead Press,The Holman Boat with Feet Push-Out and Overhead Press is a challenging exercise that targets the core while also working the shoulders. It combines balance with strength training.,Strength,Abdominals,Dumbbell,Advanced,,,"Abdominals, Shoulders, Hip Flexors","1. Sit on the floor with your knees bent and feet flat. 2. Lean back slightly and lift your feet off the ground, balancing on your sit bones. 3. Push your feet out while pressing a dumbbell overhead, then return to the starting position."
65,Holman Hovering Plank Row,The Holman Hovering Plank Row is a core-strengthening exercise that combines a plank position with a rowing motion. It targets the abdominal muscles and the back while improving stability and strength.,Strength,Abdominals,Dumbbell,Intermediate,,,"Abdominals, Back",1. Start in a plank position with your hands directly under your shoulders. 2. Hold a dumbbell in one hand and row it towards your hip while stabilizing your body with the other arm. 3. Alternate sides while maintaining a strong plank position.
66,Holman Weighted Seated Killer Abs to Russian Twist,The Holman Weighted Seated Killer Abs to Russian Twist is an effective exercise for targeting the core and oblique muscles. It combines seated ab work with rotational movements to enhance core strength and stability.,Strength,Abdominals,Dumbbell,Average,,,"Abdominals, Obliques","1. Sit on the floor with your knees bent and feet flat, holding a weight in both hands. 2. Lean back slightly and twist your torso to one side, then to the other, while keeping your core engaged. 3. Repeat for the desired number of repetitions."
67,Holman Straight Plank Dumbbell Reach-Under,The Holman Straight Plank Dumbbell Reach-Under is a challenging exercise that engages the core and shoulders. It requires balance and coordination while strengthening the upper body and core.,Strength,Abdominals,Dumbbell,Advanced,,,"Abdominals, Shoulders",1. Start in a plank position with a dumbbell in one hand. 2. Reach the dumbbell under your body towards the opposite side while maintaining a stable plank. 3. Return to the starting position and repeat on the other side.
68,Holman Straight-Arm Side Plank Overhead Press to Chest Press,The Holman Straight-Arm Side Plank Overhead Press to Chest Press is a dynamic exercise that targets the core and shoulders. It combines a side plank with pressing movements to enhance strength and stability.,Strength,Abdominals,Dumbbell,Advanced,,,"Abdominals, Shoulders","1. Start in a side plank position with a dumbbell in your top hand. 2. Press the dumbbell overhead, then bring it down to your chest. 3. Repeat the pressing motion while maintaining the side plank position."
69,Holman Weighted Burpee to Pike,The Holman Weighted Burpee to Pike is a high-intensity exercise that works the entire body. It combines a burpee with a pike position to enhance cardiovascular fitness and strength.,Cardio,Full Body,Dumbbell,Intermediate,,,"Legs, Arms, Core","1. Start standing, then drop into a squat and place your hands on the floor. 2. Jump your feet back into a plank position, perform a push-up, then jump your feet back to your hands. 3. From the squat position, jump into a pike position, then return to standing."
70,Holman Straight-Legged Boat Chest Press,The Holman Straight-Legged Boat Chest Press is a strength exercise targeting the chest and triceps. It combines a boat position with a pressing motion to engage the upper body while stabilizing the core.,Strength,Chest,Dumbbell,Average,,,"Pectorals, Triceps, Shoulders","1. Sit in a boat position with your legs extended and feet off the ground. 2. Hold dumbbells at chest level with elbows bent. 3. Press the weights upward until your arms are fully extended, then lower back to the starting position."
71,Holman Weighted Burpee to Side Delt Raise,The Holman Weighted Burpee to Side Delt Raise is a dynamic exercise that combines cardio with strength training. It engages multiple muscle groups while improving cardiovascular fitness.,Cardio,Full Body,Dumbbell,Intermediate,,,"Legs, Shoulders, Core","1. Start standing with weights in hand. 2. Drop into a squat and place weights on the ground. 3. Kick your feet back into a plank position. 4. Perform a push-up, then jump your feet back to your hands. 5. Stand up and raise the weights to the side for a side delt raise."
72,Holman Heavy Double Pike,The Holman Heavy Double Pike is a power exercise that focuses on explosive movements. It enhances overall strength and coordination through dynamic pike movements.,Power,Full Body,Dumbbell,Advanced,,,"Legs, Core, Shoulders",1. Start in a standing position. 2. Bend at the hips and lower your torso while keeping your legs straight. 3. Jump explosively while bringing your legs up into a pike position. 4. Land softly and repeat.
73,Holman Heavy Double Split Pike,The Holman Heavy Double Split Pike is a challenging power exercise designed to build strength and agility. It focuses on explosive leg movements and core stability.,Power,Full Body,Dumbbell,Advanced,,,"Legs, Core, Shoulders","1. Start in a standing position. 2. Bend at the hips and lower your torso while keeping your legs straight. 3. Jump explosively into a split position, alternating legs. 4. Land softly and repeat."
74,MetaBurn Alternating Dumbbell Sit-Through,The MetaBurn Alternating Dumbbell Sit-Through is a mobility exercise that enhances core strength and flexibility. It focuses on controlled movements to engage the abdominal muscles.,Mobility,Abdominals,Dumbbell,Average,,,"Core, Obliques","1. Start in a plank position with a dumbbell in each hand. 2. Shift your weight to one side and lift the opposite hand while rotating your torso. 3. Sit through with the lifted leg, bringing it under your body. 4. Return to plank and repeat on the other side."
75,MetaBurn Alternating Plank Row With Dumbbell Pull-Through,The MetaBurn Alternating Plank Row with Dumbbell Pull-Through is a full-body exercise that engages multiple muscle groups. It combines elements of stability and strength training to enhance core stability and upper body strength.,Strength,Full Body,Dumbbell,Intermediate,,,"Back, Arms, Core",1. Start in a plank position with a dumbbell in one hand. 2. Row the dumbbell towards your hip while stabilizing your body. 3. Place the dumbbell on the ground and pull it through to the other side. 4. Repeat on the opposite side.
76,MetaBurn Alternating Plank Row With Push-Up,The MetaBurn Alternating Plank Row with Push-Up is a challenging exercise that targets the upper body and core. It combines a push-up with a rowing motion to build strength and stability.,Strength,Full Body,Dumbbell,Intermediate,,,"Chest, Arms, Core","1. Begin in a plank position. 2. Perform a push-up. 3. After the push-up, row one dumbbell towards your hip. 4. Alternate sides and repeat."
77,MetaBurn Dumbbell Russian Twist,The MetaBurn Dumbbell Russian Twist is an effective exercise for strengthening the core and improving rotational movement. It targets the obliques and helps enhance overall core stability.,Strength,Abdominals,Dumbbell,Average,,,"Obliques, Abdominals","1. Sit on the ground with your knees bent and feet flat. 2. Hold a dumbbell with both hands and lean back slightly. 3. Rotate your torso to one side, bringing the dumbbell beside your hip. 4. Return to the center and rotate to the other side."
