Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Muscles
94,Otis-Up,"The Otis-up is a weighted exercise focusing on the abdominal muscles, as well as the shoulders to a lesser degree. It primarily targets the rectus abdominus or “six-pack” muscles, but also involves the obliques and deep core muscles. It is normally performed on a decline bench holding a weight plate, but can also be performed with a dumbbell, kettlebell, or other weight.",Strength,Abdominals,Other,Intermediate,8.8,Average,"rectus abdominus, obliques, deep core muscles"
95,Captain's chair knee raise,"The captain's chair knee raise is a bodyweight exercise that targets the abs. It is performed on an apparatus that allows the forearms to rest on pads and the upright torso to hang freely. Knee raises are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training.",Strength,Abdominals,Other,Intermediate,8.6,Average,"Rectus Abdominis, Hip Flexors"
96,Sledgehammer swing,The sledgehammer swing is an exercise working the abdominals and numerous other muscles. The sledgehammer is slammed from overhead onto a tire which absorbs the impact and causes the hammer to bounce back up. It can be performed for time or reps as part of a functional fitness or athleticism-focused workout.,Strength,Full Body,Other,Intermediate,8.6,Average,"Abdominals, Shoulders, Arms, Legs, Back"
97,Decline bar press sit-up,"The decline bar press sit-up is a weighted core exercise targeting the abdominal muscles, particularly the lower abs. It also challenges the shoulders and upper back to move the weight. Weighted sit-up variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the core-focused portion of a workout.",Strength,Abdominals,Barbell,Intermediate,8.5,Average,"Rectus Abdominis, Obliques, Shoulders, Upper Back"
98,Pallof press,"The Pallof press is an isometric exercise that trains core stability. It involves resisting rotation from a cable or band, developing what is sometimes called ""anti-rotation"" core strength. It is most often seen in programs for athletes who compete in sports that test strength, power, and functional movements. It can be trained in timed holds or for reps by pressing the cable or band away from the body.",Strength,Abdominals,Other,Intermediate,8.4,Average,"Rectus Abdominis, Obliques, Transverse Abdominis"
99,Weighted Sit-Ups - With Bands,"The weighted sit-up is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the sit-up far more difficult, providing a different stimulus to the core during training and helping build strong abs.",Strength,Abdominals,Other,Intermediate,8.0,Average,"Rectus Abdominis, Obliques"
100,Suitcase crunch,"The suitcase crunch is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It is similar to a V-up, but the lower back stays flat against the ground. It can be performed for time or reps in the ab-focused portion of any workout.",Strength,Abdominals,Other,Intermediate,0.0,Average,"rectus abdominis, obliques"
101,FYR Rope Jumping,"Jumping rope is classic conditioning exercise that is popular with everyone from children to boxers to CrossFit athletes. It targets many different muscles, including the calves, glutes, shoulders, and upper back, and is great for everything from fat loss to improving overall athletic performance.",Cardio,Full Body,Other,Intermediate,,,"calves, glutes, shoulders, upper back"
102,Barbell press sit-up,"The barbell press sit-up is a weighted exercise focusing on the abdominal muscles, as well as the shoulders to a lesser degree. It primarily targets the rectus abdominis or ""six-pack"" muscles, but also involves the obliques and deep core muscles. It can be performed on the floor with the feet anchored or unanchored, or on a decline or other bench. It is similar to the Otis-up, which is performed with a weight plate.",Strength,Abdominals,Other,Intermediate,,,"rectus abdominis, obliques, deep core muscles"
103,Single-arm bent-over rear delt fly,"The single-arm bent-over rear delt fly is a popular upper-body exercise that targets the muscles on the back of the shoulder joint, specifically the rear head of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout.",Hypertrophy,Shoulders,Other,Intermediate,,,"Rear Deltoid, Trapezius"
104,Captain's chair leg raise,"The captain's chair leg raise is a bodyweight exercise that targets the abs. It is performed on an apparatus that allows the forearms to rest on pads and the upright torso to hang freely. Leg raise variations are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training.",Strength,Abdominals,Other,Intermediate,,,"Rectus Abdominis, Hip Flexors"
105,Shoulder-Elevated One-Leg Hip Thrusts,Shoulder-elevated one-leg hip thrusts are a powerful exercise for building strength and stability in the lower body. This movement primarily targets the glutes while also engaging the hamstrings and quadriceps.,Strength,Legs,Other,Intermediate,,,"Glutes, Hamstrings, Quadriceps"
106,Ab Twist - Gethin Variation,"The cross-body sit-up is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It involves bringing the opposite-side knee and elbow together, usually alternating sides with each rep. It can be performed for time or reps as part of the ab-focused portion of any workout.",Strength,Abdominals,Other,Intermediate,,,"Rectus Abdominis, Obliques"
107,Weighted Crunch - Gethin Variation,"The weighted sit-up is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the sit-up far more difficult, providing a different stimulus to the core during training and helping build strong abs.",Strength,Abdominals,Other,Intermediate,,,"Rectus Abdominis, Obliques"
108,Ab Wheel Roll-Out - Gethin Variation,"The ab wheel roll-out is an exercise targeting the abdominals, often with an inexpensive wheel device with a handle on either side. Many trainers and strength coaches claim it's one of, if no the best exercise for developing strength in the midsection. Beginners may have to start with a limited range of motion or just wheel planks.",Strength,Abdominals,Other,Intermediate,,,"Rectus Abdominis, Obliques"
109,Bench crunch,"The bench crunch is a popular ab exercise performed lying on a bench. It is largely similar to the same exercise performed on the floor, but being able to press the lower back into the bench pad can help reinforce proper form and increase the burn in the abs. Like most crunch variations, it is usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Abdominals,Other,Intermediate,,,"Rectus Abdominis, Obliques"
110,Decline plate sit-up twist,"The decline plate sit-up twist is a weighted core exercise that works the obliques and rectus abdominis or ""six pack"" muscles, as well as the deep core muscles. Weighted sit-up variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the core-focused portion of a workout.",Strength,Abdominals,Other,Intermediate,,,"Obliques, Rectus Abdominis, Deep Core Muscles"
111,Reverse ab roll-out,"The reverse ab roll-out is an exercise targeting the abdominals. It's a twist on the ab wheel roll-out, and is similar to a body saw exercise, only performed on a foam roller. Instead of your arms moving and your lower body remaining stationary, your lower body moves and your arms remain stationary. Beginners may need to use a limited range of motion.",Strength,Abdominals,Other,Intermediate,,,"Rectus Abdominis, Obliques"
112,30 Seated Twist With PVC Pipe,The seated bar twist is a core exercise aiming to strengthen the obliques.,Mobility,Abdominals,Other,Intermediate,,,"Obliques, Rectus Abdominis"
113,Suspended crunch-,"The suspended crunch is an abdominal exercise performed with the feet in the stirrups of a suspension strap system. It targets the muscles of the core, most prominently the rectus abdominis or ""six-pack"" muscles, but also taxes the shoulders and deep core muscles.",Strength,Abdominals,Other,Intermediate,,,"rectus abdominis, shoulders, deep core muscles"
114,Suspended oblique crunch,"The suspended oblique crunch is an abdominal exercise performed with the feet in the stirrups of a suspension strap system. It targets the muscles of the core, most prominently the obliques, but also the rectus abdominis or ""six-pack"" muscles, the shoulders, and deep core muscles.",Strength,Abdominals,Other,Intermediate,,,"Obliques, Rectus Abdominis, Shoulders, Deep Core Muscles"
115,Weighted sit-up,"The weighted sit-up is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the sit-up far more difficult, providing a different stimulus to the core during training and helping build strong abs.",Strength,Abdominals,Other,Intermediate,,,"Rectus Abdominis, Obliques"
116,30 Decline Press Sit-Up,The decline bar press sit-up is a core and upper body exercise targeting the lower abdominals and shoulders.,Strength,Abdominals,Other,Intermediate,,,"Lower Abdominals, Shoulders"
117,Holman Towel Reverse Plank Alternating Heel Pull-in,"The Holman Towel Reverse Plank Alternating Heel Pull-in is an exercise that targets multiple muscle groups, focusing on core stability and strength. It involves holding a reverse plank position while pulling in alternating heels, engaging the glutes and hamstrings.",Strength,Full Body,Other,Intermediate,,,"Core, Glutes, Hamstrings, Shoulders"
118,Holman Boat with Weighted Cross Punch,The Holman Boat with Weighted Cross Punch is an exercise that combines core stability with upper body strength. It involves holding a boat position while performing cross punches with weights to engage multiple muscle groups.,Strength,Full Body,Other,Intermediate,,,"Core, Shoulders, Arms"
119,Holman Weighted Hook Punch,"The Holman Weighted Hook Punch is a strength exercise that focuses on building upper body power and endurance. It involves using weights to enhance the effectiveness of the hook punch movement, targeting the arms and shoulders.",Strength,Arms,Other,Intermediate,,,"Biceps, Triceps, Shoulders"
120,Holman Weighted Traveling Punch,"The Holman Weighted Traveling Punch is an exercise that targets the upper body, particularly the arms and shoulders. It involves a dynamic punching motion while holding weights, enhancing strength and coordination.",Strength,Arms,Other,Intermediate,,,"Shoulders, Biceps, Triceps"
121,Holman Weighted Uppercut Punch,"The Holman Weighted Uppercut Punch is a strength exercise that targets the upper body, particularly the arms and shoulders. This exercise involves performing an uppercut motion with added weight to enhance muscle engagement and power.",Strength,Arms,Other,Intermediate,,,"Shoulders, Biceps, Triceps"
